image_id,dataset,gt_count,yolo_pred_count,yolo_tp,yolo_fp,yolo_fn,yolo_precision,yolo_recall,yolo_f1,yolo_success_label,yolo_failure_label,yolo_success,yolo_failure,mean_confidence,max_confidence,min_confidence,std_confidence,num_low_confidence,num_high_confidence,num_low_conf,num_high_conf,dino_knn_distance,dino_centroid_distance,dino_ood_score,domain_familiarity_score,brightness,contrast,sharpness,edge_density,image_brightness,image_contrast,image_sharpness,image_edge_density,dino_sam_f1,dino_sam_defect_count,dino_sam_severity
India_000127,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7292,0.8424,1.0,0.0,138.0224,47.1568,419.7933,0.0577,138.0224,47.1568,419.7933,0.0577,0.0,0,0.0
India_000128,RDD2022_India,4,0,0,0,4,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8736,0.9768,1.0,0.0,120.2648,83.3093,186.7892,0.0307,120.2648,83.3093,186.7892,0.0307,0.0,1,0.9062
India_000130,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8417,0.943,1.0,0.0,148.1915,49.8953,178.0341,0.0291,148.1915,49.8953,178.0341,0.0291,0.0,2,0.442
India_000131,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8359,0.9179,1.0,0.0,138.376,54.8811,287.8518,0.0267,138.376,54.8811,287.8518,0.0267,0.0,2,0.5577
India_000142,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8765,0.9954,1.0,0.0,121.2031,88.8952,219.6744,0.0197,121.2031,88.8952,219.6744,0.0197,0.0,0,0.0
India_000145,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8675,0.976,1.0,0.0,115.8554,74.9375,784.6763,0.0477,115.8554,74.9375,784.6763,0.0477,0.0,1,0.6613
India_000146,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8468,0.9405,1.0,0.0,135.7911,67.8762,345.5866,0.0302,135.7911,67.8762,345.5866,0.0302,0.0,1,0.8156
India_000147,RDD2022_India,4,0,0,0,4,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8278,0.898,1.0,0.0,133.693,57.4109,216.2789,0.0294,133.693,57.4109,216.2789,0.0294,0.0,3,0.795
India_000155,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.9032,1.0243,1.0,0.0,120.8576,85.3316,660.0974,0.0401,120.8576,85.3316,660.0974,0.0401,0.0,0,0.0
India_000157,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8331,0.9185,1.0,0.0,159.6482,36.3082,199.7951,0.0174,159.6482,36.3082,199.7951,0.0174,0.0,2,0.5805
India_000158,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8733,0.9583,1.0,0.0,114.8511,78.3297,1007.2498,0.0515,114.8511,78.3297,1007.2498,0.0515,0.0,0,0.0
India_000163,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.822,0.9054,1.0,0.0,138.6982,75.3476,173.0655,0.0191,138.6982,75.3476,173.0655,0.0191,0.0,2,0.9113
India_000164,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.2777,0.2777,0.2777,0.0,1,0,1,0,0.9119,1.0196,1.0,0.0,129.0048,71.3864,611.7772,0.0442,129.0048,71.3864,611.7772,0.0442,0.0,1,0.7619
India_000168,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8501,0.9484,1.0,0.0,142.3711,52.506,444.2193,0.0354,142.3711,52.506,444.2193,0.0354,0.0,2,0.7404
India_000173,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.3284,0.3284,0.3284,0.0,1,0,1,0,0.8346,0.9274,1.0,0.0,152.4632,42.076,118.8554,0.0113,152.4632,42.076,118.8554,0.0113,0.0,1,0.5979
India_000174,RDD2022_India,4,1,0,1,4,0.0,0.0,0.0,0,1,0,1,0.2932,0.2932,0.2932,0.0,1,0,1,0,0.8515,0.944,1.0,0.0,139.1306,48.5566,440.3425,0.0335,139.1306,48.5566,440.3425,0.0335,0.0,4,0.5689
India_000182,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.871,0.9874,1.0,0.0,123.4611,77.3619,730.2555,0.0468,123.4611,77.3619,730.2555,0.0468,0.0,1,0.8107
India_000184,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.559,0.559,0.559,0.0,0,0,0,0,0.8612,0.9613,1.0,0.0,116.536,75.6849,971.6565,0.0799,116.536,75.6849,971.6565,0.0799,0.0,3,0.6517
India_000189,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.4719,0.4719,0.4719,0.0,0,0,0,0,0.9043,1.0273,1.0,0.0,117.8437,72.6143,2129.797,0.105,117.8437,72.6143,2129.797,0.105,0.0,0,0.0
India_000191,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8792,0.9624,1.0,0.0,107.0636,87.9518,211.3637,0.0248,107.0636,87.9518,211.3637,0.0248,0.0,0,0.0
India_000193,RDD2022_India,3,1,0,1,3,0.0,0.0,0.0,0,1,0,1,0.2599,0.2599,0.2599,0.0,1,0,1,0,0.8096,0.9272,1.0,0.0,111.4626,81.7906,1231.9497,0.0769,111.4626,81.7906,1231.9497,0.0769,0.0,2,0.4804
India_000197,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8711,0.9591,1.0,0.0,145.2204,56.246,762.5974,0.0633,145.2204,56.246,762.5974,0.0633,0.0,2,0.5278
India_000199,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.3855,0.3855,0.3855,0.0,1,0,1,0,0.788,0.8773,1.0,0.0,133.4153,79.1626,163.9068,0.0221,133.4153,79.1626,163.9068,0.0221,0.0,2,0.598
India_000200,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.2748,0.2748,0.2748,0.0,1,0,1,0,0.9128,1.0371,1.0,0.0,112.1926,83.1667,374.4931,0.034,112.1926,83.1667,374.4931,0.034,0.0,0,0.0
India_000201,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.3174,0.3174,0.3174,0.0,1,0,1,0,0.8401,0.9403,1.0,0.0,121.1092,82.5193,397.4464,0.0269,121.1092,82.5193,397.4464,0.0269,0.0,3,0.9035
India_000203,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8718,0.9751,1.0,0.0,115.2823,79.3672,99.4537,0.027,115.2823,79.3672,99.4537,0.027,0.0,2,0.7558
India_000205,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8935,1.0143,1.0,0.0,120.7547,72.6656,390.4787,0.0462,120.7547,72.6656,390.4787,0.0462,0.0,1,0.6384
India_000209,RDD2022_India,7,0,0,0,7,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7918,0.8765,1.0,0.0,152.4404,47.4642,408.8953,0.0357,152.4404,47.4642,408.8953,0.0357,0.0,4,0.5686
India_000210,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8898,0.9911,1.0,0.0,130.2252,59.1555,790.2944,0.062,130.2252,59.1555,790.2944,0.062,0.0,0,0.0
India_000214,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8241,0.9069,1.0,0.0,98.6584,69.7626,1592.1225,0.0911,98.6584,69.7626,1592.1225,0.0911,0.0,2,0.6914
India_000222,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8106,0.8836,1.0,0.0,153.6349,39.3095,284.6798,0.0308,153.6349,39.3095,284.6798,0.0308,0.0,4,0.5712
India_000223,RDD2022_India,7,1,0,1,7,0.0,0.0,0.0,0,1,0,1,0.4122,0.4122,0.4122,0.0,0,0,0,0,0.8765,0.985,1.0,0.0,155.9692,44.4008,216.0742,0.0234,155.9692,44.4008,216.0742,0.0234,0.0,4,0.5629
India_000224,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.9261,1.0305,1.0,0.0,111.869,81.4007,236.0472,0.0222,111.869,81.4007,236.0472,0.0222,0.0,3,0.913
India_000230,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8799,0.9556,1.0,0.0,153.6682,49.9957,364.2388,0.0313,153.6682,49.9957,364.2388,0.0313,0.0,1,0.2777
India_000232,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7229,0.7813,1.0,0.0,157.7043,44.9796,168.107,0.025,157.7043,44.9796,168.107,0.025,0.0,1,0.6255
India_000241,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8668,0.9688,1.0,0.0,134.2002,73.3957,1168.3015,0.0929,134.2002,73.3957,1168.3015,0.0929,0.0,1,0.6558
India_000245,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8779,0.9772,1.0,0.0,116.6075,79.973,374.3848,0.0374,116.6075,79.973,374.3848,0.0374,0.0,3,0.7967
India_000256,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7782,0.8425,1.0,0.0,139.4813,51.7218,408.211,0.0446,139.4813,51.7218,408.211,0.0446,0.0,1,0.4593
India_000259,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.9069,1.0237,1.0,0.0,118.0989,72.6256,563.2204,0.0556,118.0989,72.6256,563.2204,0.0556,0.0,1,0.5572
India_000260,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7405,0.8807,1.0,0.0,130.3052,60.0689,487.2097,0.0586,130.3052,60.0689,487.2097,0.0586,0.0,3,0.6078
India_000261,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8491,0.9461,1.0,0.0,111.3384,76.4492,491.2511,0.0337,111.3384,76.4492,491.2511,0.0337,0.0,1,0.8282
India_000267,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8243,0.9116,1.0,0.0,143.0907,57.3252,271.7562,0.0415,143.0907,57.3252,271.7562,0.0415,0.0,2,0.5955
India_000268,RDD2022_India,2,1,0,1,2,0.0,0.0,0.0,0,1,0,1,0.6234,0.6234,0.6234,0.0,0,0,0,0,0.8412,0.9411,1.0,0.0,127.8531,76.6845,592.0686,0.0473,127.8531,76.6845,592.0686,0.0473,0.0,2,0.5254
India_000269,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.826,0.9611,1.0,0.0,140.5591,49.061,257.2693,0.0349,140.5591,49.061,257.2693,0.0349,0.0,2,0.5602
India_000270,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8758,0.9729,1.0,0.0,157.3257,47.228,453.2397,0.0472,157.3257,47.228,453.2397,0.0472,0.0,2,0.7848
India_000271,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8673,0.9639,1.0,0.0,113.0715,85.5532,889.4899,0.0451,113.0715,85.5532,889.4899,0.0451,0.0,0,0.0
India_000272,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.9031,1.0255,1.0,0.0,127.4429,77.4721,328.5287,0.0272,127.4429,77.4721,328.5287,0.0272,0.0,2,0.8391
India_000274,RDD2022_India,4,0,0,0,4,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8418,0.9469,1.0,0.0,158.1718,42.685,553.043,0.0411,158.1718,42.685,553.043,0.0411,0.0,3,0.6146
India_000275,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8427,0.928,1.0,0.0,108.3903,63.8972,246.9365,0.0329,108.3903,63.8972,246.9365,0.0329,0.0,1,0.6524
India_000278,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.3114,0.3114,0.3114,0.0,1,0,1,0,0.8257,0.8945,1.0,0.0,145.9652,55.3699,684.0383,0.0639,145.9652,55.3699,684.0383,0.0639,0.0,1,0.7072
India_000283,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8956,0.9933,1.0,0.0,131.0531,69.2941,357.1258,0.0281,131.0531,69.2941,357.1258,0.0281,0.0,2,0.7817
India_000285,RDD2022_India,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8742,0.9915,1.0,0.0,117.6117,75.9546,321.7798,0.0321,117.6117,75.9546,321.7798,0.0321,0.0,0,0.0
India_000288,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8675,0.9754,1.0,0.0,111.8593,81.5665,460.1595,0.0444,111.8593,81.5665,460.1595,0.0444,0.0,2,0.7942
India_000292,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8059,0.8847,1.0,0.0,145.2001,49.0398,273.161,0.0316,145.2001,49.0398,273.161,0.0316,0.0,1,0.5814
India_000293,RDD2022_India,1,1,0,1,1,0.0,0.0,0.0,0,1,0,1,0.3804,0.3804,0.3804,0.0,1,0,1,0,0.8419,0.9301,1.0,0.0,155.7392,32.9264,105.0768,0.011,155.7392,32.9264,105.0768,0.011,0.0,5,0.7936
India_000298,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8542,0.9558,1.0,0.0,124.7945,77.0153,610.6299,0.0513,124.7945,77.0153,610.6299,0.0513,0.0,0,0.0
India_000299,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.7592,0.8177,1.0,0.0,152.8923,54.4023,171.0531,0.0168,152.8923,54.4023,171.0531,0.0168,0.0,4,0.5773
India_000301,RDD2022_India,2,0,0,0,2,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8732,0.9954,1.0,0.0,141.9846,60.4849,828.4414,0.064,141.9846,60.4849,828.4414,0.064,0.0,3,0.5192
India_000302,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.8554,0.9455,1.0,0.0,123.166,85.6847,772.6032,0.0457,123.166,85.6847,772.6032,0.0457,0.0,1,0.5977
India_000309,RDD2022_India,2,2,0,2,2,0.0,0.0,0.0,0,1,0,1,0.3589,0.3632,0.3546,0.0043,2,0,2,0,0.8648,0.9723,1.0,0.0,142.9534,39.0729,537.7352,0.0533,142.9534,39.0729,537.7352,0.0533,0.0,1,0.4827
India_000310,RDD2022_India,1,0,0,0,1,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.878,0.9962,1.0,0.0,151.6016,48.2322,256.8256,0.0331,151.6016,48.2322,256.8256,0.0331,0.0,2,0.8172
India_000312,RDD2022_India,1,1,1,0,0,1.0,1.0,1.0,1,0,1,0,0.434,0.434,0.434,0.0,0,0,0,0,0.7626,0.8202,1.0,0.0,133.0631,62.3802,393.0032,0.0451,133.0631,62.3802,393.0032,0.0451,0.0,2,0.5979
