image_id,original_filename,model_name,checkpoint_hash,class_id,class_name,confidence,bbox,inference_ms,condition,condition_provenance,viewpoint
China_Drone_000318,China_Drone_000318.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,4,Repair,0.5284000039100647,"[174, 246, 502, 512]",2.32,daylight,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000318,China_Drone_000318.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,1,D10,0.34459999203681946,"[348, 0, 512, 16]",2.32,daylight,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000318,China_Drone_000318.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,4,Repair,0.2856999933719635,"[298, 0, 359, 251]",2.32,daylight,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000322,China_Drone_000322.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,4,Repair,0.7840999960899353,"[0, 371, 341, 512]",2.34,daylight,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000322,China_Drone_000322.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,4,Repair,0.5074999928474426,"[59, 0, 140, 93]",2.34,daylight,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000484,China_Drone_000484.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,4,Repair,0.8938999772071838,"[0, 273, 512, 463]",2.32,daylight,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000484,China_Drone_000484.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,4,Repair,0.43540000915527344,"[1, 20, 512, 97]",2.32,daylight,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000494,China_Drone_000494.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,4,Repair,0.8540999889373779,"[412, 64, 512, 98]",2.27,low_light,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000511,China_Drone_000511.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,1,D10,0.7343999743461609,"[204, 4, 512, 109]",2.25,low_light,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000534,China_Drone_000534.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,4,Repair,0.7186999917030334,"[202, 47, 391, 451]",2.25,daylight,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000535,China_Drone_000535.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,0,D00,0.35740000009536743,"[234, 0, 287, 512]",2.33,daylight,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_000592,China_Drone_000592.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,1,D10,0.6980999708175659,"[0, 240, 267, 282]",2.34,low_light,VISUAL_LABEL_ONLY,UAV / nadir
China_Drone_001267,China_Drone_001267.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,0,D00,0.6710000038146973,"[435, 2, 463, 206]",2.38,unknown,UNKNOWN,UAV / nadir
China_Drone_001267,China_Drone_001267.jpg,RoadSentinel YOLOv8n,ddbea38144425aad288f05d90f07a38bcac35eeb467767643c707eb8e2fb5dcf,0,D00,0.6211000084877014,"[432, 296, 457, 486]",2.38,unknown,UNKNOWN,UAV / nadir
