sample_id,dataset_id,original_id,group_id,role,image_path,annotation_path,annotation_format,source_classes,canonical_classes,damage_state,is_external_test,group_method,independence_status,phase1_role,partition,isolation_group_id,role_adjustment,yolo_training,dinov2_reference_bank,sam2_development_candidate,highrpd_pretraining_candidate,dinov2_threshold_calibration,reliability_calibration,model_validation,china_heldout_test,uav_pdd_heldout_test,uapd_evaluation_candidate,poznan_evaluation,india_dashcam_stress_test,sam2_final_mask_test,pilot_eligible,canonical_empty_decision
highrpd::1x00001::1x00001_640_01_09,highrpd,1x00001_640_01_09,1x00001,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00001_640_01_09.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00001_640_01_09.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00001,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00001::1x00001_640_01_11,highrpd,1x00001_640_01_11,1x00001,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00001_640_01_11.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00001_640_01_11.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00001,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00001::1x00001_640_01_12,highrpd,1x00001_640_01_12,1x00001,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00001_640_01_12.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00001_640_01_12.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00001,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00001::1x00001_640_01_13,highrpd,1x00001_640_01_13,1x00001,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00001_640_01_13.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00001_640_01_13.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00001,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00001::1x00001_640_02_02,highrpd,1x00001_640_02_02,1x00001,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00001_640_02_02.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00001_640_02_02.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00001,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00001::1x00001_640_02_06,highrpd,1x00001_640_02_06,1x00001,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00001_640_02_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00001_640_02_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00001,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_00_04,highrpd,1x00002_640_00_04,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_00_04.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_00_04.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_00_05,highrpd,1x00002_640_00_05,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_00_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_00_05.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_00_06,highrpd,1x00002_640_00_06,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_00_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_00_06.txt,yolo,block|line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_00_09,highrpd,1x00002_640_00_09,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_00_09.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_00_09.txt,yolo,block|line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_00_10,highrpd,1x00002_640_00_10,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_00_10.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_00_10.txt,yolo,pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_01_03,highrpd,1x00002_640_01_03,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_01_03.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_01_03.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_01_05,highrpd,1x00002_640_01_05,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_01_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_01_05.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_01_09,highrpd,1x00002_640_01_09,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_01_09.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_01_09.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_01_11,highrpd,1x00002_640_01_11,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_01_11.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_01_11.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_02_02,highrpd,1x00002_640_02_02,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_02_02.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_02_02.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_02_03,highrpd,1x00002_640_02_03,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_02_03.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_02_03.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_02_04,highrpd,1x00002_640_02_04,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_02_04.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_02_04.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_02_05,highrpd,1x00002_640_02_05,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_02_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_02_05.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_02_06,highrpd,1x00002_640_02_06,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_02_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_02_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_02_09,highrpd,1x00002_640_02_09,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_02_09.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_02_09.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_02_10,highrpd,1x00002_640_02_10,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_02_10.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_02_10.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_02_11,highrpd,1x00002_640_02_11,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_02_11.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_02_11.txt,yolo,block|line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_02_12,highrpd,1x00002_640_02_12,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_02_12.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_02_12.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_03_00,highrpd,1x00002_640_03_00,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_03_00.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_03_00.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_03_03,highrpd,1x00002_640_03_03,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_03_03.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_03_03.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_03_04,highrpd,1x00002_640_03_04,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_03_04.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_03_04.txt,yolo,block|pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_03_05,highrpd,1x00002_640_03_05,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_03_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_03_05.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_03_07,highrpd,1x00002_640_03_07,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_03_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_03_07.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_03_08,highrpd,1x00002_640_03_08,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_03_08.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_03_08.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_03_09,highrpd,1x00002_640_03_09,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_03_09.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_03_09.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_03_10,highrpd,1x00002_640_03_10,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_03_10.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_03_10.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_03_11,highrpd,1x00002_640_03_11,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_03_11.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_03_11.txt,yolo,block|line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_03_12,highrpd,1x00002_640_03_12,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_03_12.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_03_12.txt,yolo,block|line|pit,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_00,highrpd,1x00002_640_04_00,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_00.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_00.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_01,highrpd,1x00002_640_04_01,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_01.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_01.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_02,highrpd,1x00002_640_04_02,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_02.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_02.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_03,highrpd,1x00002_640_04_03,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_03.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_03.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_04,highrpd,1x00002_640_04_04,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_04.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_04.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_05,highrpd,1x00002_640_04_05,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_05.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_05.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_06,highrpd,1x00002_640_04_06,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_06.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_06.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_07,highrpd,1x00002_640_04_07,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_07.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_07.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_08,highrpd,1x00002_640_04_08,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_08.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_08.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_09,highrpd,1x00002_640_04_09,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_09.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_09.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_10,highrpd,1x00002_640_04_10,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_10.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_10.txt,yolo,line,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
highrpd::1x00002::1x00002_640_04_11,highrpd,1x00002_640_04_11,1x00002,highrpd_pretraining,data/external_uav/highrpd/extracted/content/HighRPD/images/1x00002_640_04_11.jpg,data/external_uav/highrpd/extracted/content/HighRPD/labels/1x00002_640_04_11.txt,yolo,block,,annotation_empty_or_noncanonical,false,filename_original_8192x5460_photo,verified_source_photo_group,highrpd_pretraining,train,1x00002,none,false,false,false,true,false,false,false,false,false,false,false,false,false,false,not_canonical_empty
