image_name,condition,ground_truth_available,tp,fp,fn,precision,recall,f1,iou,num_detections,mean_confidence,inference_ms,notes
China_Drone_000064.jpg,fog_haze,true,1,0,1,1.0000,0.5000,0.6667,0.9608,1,0.8710,2.64,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000112.jpg,daylight,true,1,4,1,0.2000,0.5000,0.2857,0.7325,5,0.4216,2.81,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000112.jpg,low_light,true,1,1,1,0.5000,0.5000,0.5000,0.7460,2,0.5843,2.54,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000112.jpg,rain,true,1,1,1,0.5000,0.5000,0.5000,0.8056,2,0.4835,2.93,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000112.jpg,wet_road,true,1,2,1,0.3333,0.5000,0.4000,0.7187,3,0.5268,3.1,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000112.jpg,shadows,true,1,3,1,0.2500,0.5000,0.3333,0.5526,4,0.4492,2.66,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000112.jpg,fog_haze,true,1,1,1,0.5000,0.5000,0.5000,0.7978,2,0.5091,2.38,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000160.jpg,daylight,true,0,0,2,0.0000,0.0000,0.0000,,0,,2.24,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000160.jpg,low_light,true,1,0,1,1.0000,0.5000,0.6667,0.6277,1,0.4492,3.96,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000160.jpg,rain,true,0,0,2,0.0000,0.0000,0.0000,,0,,2.22,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000160.jpg,wet_road,true,1,0,1,1.0000,0.5000,0.6667,0.8133,1,0.3642,2.71,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000160.jpg,shadows,true,0,0,2,0.0000,0.0000,0.0000,,0,,2.21,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_000160.jpg,fog_haze,true,0,0,2,0.0000,0.0000,0.0000,,0,,2.5,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_001045.jpg,daylight,true,1,1,1,0.5000,0.5000,0.5000,0.8603,2,0.7408,2.27,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_001045.jpg,low_light,true,1,1,1,0.5000,0.5000,0.5000,0.8415,2,0.7484,2.58,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_001045.jpg,rain,true,1,1,1,0.5000,0.5000,0.5000,0.8116,2,0.6653,2.27,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_001045.jpg,wet_road,true,1,1,1,0.5000,0.5000,0.5000,0.8415,2,0.6419,2.38,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_001045.jpg,shadows,true,1,1,1,0.5000,0.5000,0.5000,0.7565,2,0.5134,2.35,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
China_Drone_001045.jpg,fog_haze,true,0,1,2,0.0000,0.0000,0.0000,,1,0.6468,3.0,Synthetic photometric condition; IoU match uses same class and threshold 0.50.
