segment_id,day,image_id,current_severity,scenario,days_ahead,rainfall_level,traffic_level,temperature,water_exposure,predicted_future_severity,predicted_change,model_name,forecast_label
SEG_001,2,SEG_001_day_02,0.2489,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.2808,0.0319,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,2,SEG_001_day_02,0.2489,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.2808,0.0319,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,2,SEG_001_day_02,0.2489,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.3003,0.0514,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,2,SEG_001_day_02,0.2489,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.3003,0.0514,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,2,SEG_001_day_02,0.2489,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.3003,0.0514,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,2,SEG_001_day_02,0.2489,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.2893,0.0404,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,2,SEG_001_day_02,0.2489,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.2893,0.0404,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,2,SEG_001_day_02,0.2489,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.2893,0.0404,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,2,SEG_001_day_02,0.2489,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.3,0.0511,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,2,SEG_001_day_02,0.2489,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.3,0.0511,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,2,SEG_001_day_02,0.2489,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.3,0.0511,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.0544,0.0544,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.0544,0.0544,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.0544,0.0544,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.0432,0.0432,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.0432,0.0432,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.0432,0.0432,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.0526,0.0526,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.0526,0.0526,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,3,SEG_001_day_03,0.0,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.0526,0.0526,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.0544,0.0544,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.0544,0.0544,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.0544,0.0544,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.0432,0.0432,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.0432,0.0432,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.0432,0.0432,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.0526,0.0526,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.0526,0.0526,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,4,SEG_001_day_04,0.0,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.0526,0.0526,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.2808,0.0376,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.2808,0.0376,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.2808,0.0376,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.2808,0.0376,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.2808,0.0376,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.2808,0.0376,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.3003,0.0571,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.3003,0.0571,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.3003,0.0571,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.2893,0.0461,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.2893,0.0461,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.2893,0.0461,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.3,0.0568,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.3,0.0568,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,5,SEG_001_day_05,0.2432,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.3,0.0568,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.7446,0.0305,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.7446,0.0305,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.7446,0.0305,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.7446,0.0305,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.7446,0.0305,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.7446,0.0305,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.7645,0.0504,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.7645,0.0504,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.7645,0.0504,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.7536,0.0395,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.7536,0.0395,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.7536,0.0395,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.7614,0.0473,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.7614,0.0473,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,6,SEG_001_day_06,0.7141,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.7614,0.0473,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.7446,0.0161,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.7446,0.0161,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.7446,0.0161,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.7446,0.0161,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.7446,0.0161,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.7446,0.0161,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.7645,0.036,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.7645,0.036,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.7645,0.036,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.7536,0.0251,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.7536,0.0251,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.7536,0.0251,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.7614,0.0329,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.7614,0.0329,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,7,SEG_001_day_07,0.7285,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.7614,0.0329,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.7446,0.0446,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.7446,0.0446,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.7446,0.0446,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.7446,0.0446,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.7446,0.0446,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.7446,0.0446,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.7645,0.0645,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.7645,0.0645,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.7645,0.0645,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.7536,0.0536,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.7536,0.0536,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.7536,0.0536,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.7614,0.0614,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.7614,0.0614,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,8,SEG_001_day_08,0.7,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.7614,0.0614,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.2808,0.0339,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.2808,0.0339,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,NORMAL,90,2.7376,346.0,6.3965,0.5663,0.2808,0.0339,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,HEAVY_RAIN,30,3.769,346.0,6.3965,0.5663,0.2808,0.0339,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,HEAVY_RAIN,60,3.769,346.0,6.3965,0.5663,0.2808,0.0339,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,HEAVY_RAIN,90,3.769,346.0,6.3965,0.5663,0.2808,0.0339,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,HEAVY_TRAFFIC,30,2.7376,784.0,6.3965,0.5663,0.3003,0.0534,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,HEAVY_TRAFFIC,60,2.7376,784.0,6.3965,0.5663,0.3003,0.0534,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,HEAVY_TRAFFIC,90,2.7376,784.0,6.3965,0.5663,0.3003,0.0534,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,HIGH_HEAT,30,2.7376,346.0,21.4915,0.5663,0.2893,0.0424,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,HIGH_HEAT,60,2.7376,346.0,21.4915,0.5663,0.2893,0.0424,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,HIGH_HEAT,90,2.7376,346.0,21.4915,0.5663,0.2893,0.0424,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,WET_EXPOSURE,30,2.7376,346.0,6.3965,0.6876,0.3,0.0531,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,WET_EXPOSURE,60,2.7376,346.0,6.3965,0.6876,0.3,0.0531,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,9,SEG_001_day_09,0.2469,WET_EXPOSURE,90,2.7376,346.0,6.3965,0.6876,0.3,0.0531,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,NORMAL,30,2.7376,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
SEG_001,10,SEG_001_day_10,0.0,NORMAL,60,2.7376,346.0,6.3965,0.5663,0.0345,0.0345,roadsentinel_xgb_v2_ltpp_scenario,MODEL-BASED FORECAST
